date,gross_pnl,trade_cost,borrow_cost,net_pnl,gross_long,gross_short,gross_notional,turnover_$,n_long,n_short
2013-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-05,37979.26572643031,10000.0,396.8253968253968,27582.440329604917,25000000.000000004,25000000.000000004,50000000.00000001,50000000.00000001,30,30
2013-04-08,16680.543235171685,20655.594793980596,396.825396825397,-4371.876955634308,25000000.000000004,25000000.0,50000000.0,73412149.80279152,30,30
2013-04-09,0.0,10000.0,0.0,-10000.0,0.0,0.0,0.0,50000000.00000001,0,0
2013-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-17,67221.49615418956,9999.999999999996,396.82539682539687,56824.67075736416,25000000.0,25000000.0,50000000.0,50000000.0,29,29
2013-04-18,73427.05929955175,20000.000000000004,396.8253968253968,53030.23390272635,25000000.0,25000000.000000007,50000000.00000001,58926088.06106933,29,29
2013-04-19,0.0,10000.000000000004,0.0,-10000.000000000004,0.0,0.0,0.0,50000000.00000001,0,0
2013-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-03,-33759.25691971363,9999.999999999998,396.8253968253968,-44156.08231653903,24999999.999999996,25000000.0,50000000.0,50000000.0,29,29
2013-05-06,0.0,9999.999999999998,0.0,-9999.999999999998,0.0,0.0,0.0,50000000.0,0,0
2013-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-23,-94637.02678668454,10000.000000000002,396.8253968253968,-105033.85218350994,25000000.0,25000000.000000004,50000000.0,50000000.0,30,30
2013-05-24,220141.04616196846,19999.999999999993,396.8253968253968,199744.22076514308,25000000.000000004,25000000.0,50000000.0,55956104.392071515,31,31
2013-05-28,45169.29053465937,20741.48221932821,396.82539682539687,24030.982918505764,25000000.000000004,25000000.0,50000000.0,80812272.53092323,31,31
2013-05-29,99675.9455796338,20542.6528382537,396.8253968253968,78736.46734455471,25000000.00000001,25000000.000000004,50000000.000000015,79166655.39948805,31,31
2013-05-30,0.0,10000.000000000004,0.0,-10000.000000000004,0.0,0.0,0.0,50000000.000000015,0,0
2013-05-31,94230.73899906962,10000.000000000004,396.825396825397,83833.91360224423,25000000.000000004,25000000.000000007,50000000.000000015,50000000.00000001,31,31
2013-06-03,0.0,10000.000000000004,0.0,-10000.000000000004,0.0,0.0,0.0,50000000.00000001,0,0
2013-06-04,-36521.53023179779,9999.999999999996,396.8253968253966,-46918.35562862319,25000000.0,24999999.999999996,50000000.0,49999999.99999999,31,31
2013-06-05,-27318.46834018094,20000.000000000004,396.82539682539675,-47715.293737006345,25000000.0,25000000.0,50000000.0,60106777.14776214,31,31
2013-06-06,97999.16472800214,20000.0,396.82539682539687,77602.33933117674,25000000.0,25000000.0,50000000.0,58964453.715631455,31,31
2013-06-07,0.0,9999.999999999998,0.0,-9999.999999999998,0.0,0.0,0.0,50000000.0,0,0
2013-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-11,96245.59566642542,9999.999999999998,396.82539682539687,85848.77026960002,25000000.0,25000000.000000004,50000000.0,50000000.0,31,31
2013-06-12,0.0,9999.999999999998,0.0,-9999.999999999998,0.0,0.0,0.0,50000000.0,0,0
2013-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-20,82567.44968725427,9999.999999999998,396.8253968253969,72170.62429042887,25000000.000000004,24999999.999999996,50000000.0,50000000.0,30,30
2013-06-21,0.0,9999.999999999998,0.0,-9999.999999999998,0.0,0.0,0.0,50000000.0,0,0
2013-06-24,215348.39508395805,10000.0,396.8253968253969,204951.56968713267,25000000.0,25000000.000000007,50000000.00000001,50000000.00000001,30,30
2013-06-25,0.0,10000.0,0.0,-10000.0,0.0,0.0,0.0,50000000.00000001,0,0
2013-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-12,84807.86840630986,9999.999999999998,396.82539682539675,74411.04300948446,24999999.999999996,25000000.0,50000000.0,49999999.99999999,30,30
2013-07-15,0.0,9999.999999999998,0.0,-9999.999999999998,0.0,0.0,0.0,49999999.99999999,0,0
2013-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-25,-57930.1699293281,10000.0,396.82539682539664,-68326.9953261535,25000000.0,24999999.999999996,50000000.0,49999999.99999999,27,27
2013-07-26,-8275.386006219333,20288.074361918014,396.82539682539687,-28960.285764962744,25000000.000000004,25000000.000000004,50000000.00000001,66298875.48053159,27,27
2013-07-29,-37284.463970025994,20682.228017271787,396.82539682539687,-58363.51738412318,25000000.0,25000000.000000004,50000000.0,72533122.6942924,28,28
2013-07-30,0.0,10000.000000000005,0.0,-10000.000000000005,0.0,0.0,0.0,50000000.00000001,0,0
2013-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-02,96015.7130854132,10000.0,396.8253968253968,85618.8876885878,24999999.999999996,25000000.000000004,50000000.0,50000000.0,29,29
2013-08-05,0.0,10000.0,0.0,-10000.0,0.0,0.0,0.0,50000000.0,0,0
2013-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-15,67317.0985014311,9999.999999999996,396.82539682539687,56920.2731046057,25000000.0,25000000.0,50000000.0,50000000.0,30,30
2013-08-16,39894.64289307526,20000.000000000015,396.8253968253968,19497.81749624985,25000000.000000004,25000000.000000007,50000000.000000015,59627974.70141415,30,30
2013-08-19,0.0,10000.000000000004,0.0,-10000.000000000004,0.0,0.0,0.0,50000000.00000001,0,0
2013-08-20,-63302.873946276704,10000.0,396.82539682539675,-73699.6993431021,25000000.0,25000000.0,50000000.0,50000000.0,30,30
2013-08-21,0.0,10000.0,0.0,-10000.0,0.0,0.0,0.0,50000000.0,0,0
2013-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-27,-32021.910704025333,10000.000000000002,396.82539682539675,-42418.736100850736,25000000.0,24999999.999999996,50000000.0,49999999.99999999,30,30
2013-08-28,17369.167192739227,20000.000000000007,396.82539682539687,-3027.6582040861767,25000000.000000004,25000000.0,50000000.0,64716666.82111311,30,30
2013-08-29,0.0,10000.000000000002,0.0,-10000.000000000002,0.0,0.0,0.0,50000000.0,0,0
2013-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-17,-9849.303179140203,10000.000000000002,396.8253968253969,-20246.1285759656,25000000.000000004,25000000.0,50000000.0,50000000.00000001,29,29
2013-09-18,0.0,10000.000000000002,0.0,-10000.000000000002,0.0,0.0,0.0,50000000.00000001,0,0
2013-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-27,-102317.079267965,10000.000000000002,396.8253968253969,-112713.9046647904,24999999.999999996,25000000.000000004,50000000.0,50000000.0,31,31
2013-09-30,-51813.06135705655,19999.99999999999,396.82539682539675,-72209.88675388193,24999999.999999996,24999999.999999996,49999999.99999999,62918722.8561924,30,30
2013-10-01,0.0,10000.000000000002,0.0,-10000.000000000002,0.0,0.0,0.0,49999999.99999999,0,0
2013-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-15,31787.165071875068,9999.999999999996,396.8253968253968,21390.339675049676,24999999.999999996,25000000.0,50000000.0,50000000.0,31,31
2013-10-16,0.0,9999.999999999996,0.0,-9999.999999999996,0.0,0.0,0.0,50000000.0,0,0
2013-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-13,37860.63947128846,9999.999999999998,396.8253968253967,27463.814074463062,25000000.0,24999999.999999996,50000000.0,50000000.0,32,32
2013-11-14,0.0,9999.999999999998,0.0,-9999.999999999998,0.0,0.0,0.0,50000000.0,0,0
2013-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-03,-21181.321297410537,10000.0,396.82539682539687,-31578.146694235933,25000000.0,25000000.0,50000000.0,50000000.0,31,31
2013-12-04,18990.990668222505,20000.000000000004,396.82539682539675,-1405.8347286028957,25000000.0,25000000.0,50000000.0,64773833.47808683,31,31
2013-12-05,90011.8462845191,19999.999999999985,396.8253968253968,69615.02088769371,25000000.0,25000000.0,50000000.0,61122650.42714169,30,30
2013-12-06,0.0,10000.000000000002,0.0,-10000.000000000002,0.0,0.0,0.0,50000000.0,0,0
2013-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-11,3761.3349574440576,10000.000000000002,396.8253968253969,-6635.49043938134,25000000.0,25000000.0,50000000.0,50000000.0,30,30
2013-12-12,0.0,10000.000000000002,0.0,-10000.000000000002,0.0,0.0,0.0,50000000.0,0,0
2013-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-08,88843.05316903128,10000.000000000002,396.8253968253968,78446.22777220588,25000000.0,25000000.0,50000000.0,50000000.0,33,33
2014-01-09,0.0,10000.000000000002,0.0,-10000.000000000002,0.0,0.0,0.0,50000000.0,0,0
2014-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-13,132908.5569567811,10000.000000000004,396.8253968253968,122511.7315599557,25000000.000000004,24999999.999999996,50000000.0,50000000.0,34,34
2014-01-14,49043.36206977908,20000.000000000004,396.82539682539675,28646.536672953684,25000000.000000004,24999999.999999996,50000000.0,63073343.717813015,34,34
2014-01-15,0.0,10000.000000000005,0.0,-10000.000000000005,0.0,0.0,0.0,50000000.0,0,0
2014-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-17,124433.48867852587,9999.999999999998,396.82539682539675,114036.66328170047,24999999.999999996,25000000.0,50000000.0,50000000.0,33,33
2014-01-21,0.0,9999.999999999998,0.0,-9999.999999999998,0.0,0.0,0.0,50000000.0,0,0
2014-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-23,-35150.365909676766,10000.0,396.8253968253968,-45547.191306502165,25000000.0,25000000.0,50000000.0,50000000.0,32,32
2014-01-24,44650.734311973094,20000.0,396.8253968253968,24253.9089151477,25000000.000000004,25000000.0,50000000.0,59852006.969917834,33,33
2014-01-27,144792.438206096,20000.0,396.8253968253967,124395.6128092706,25000000.000000004,25000000.0,50000000.0,73884555.39781041,33,33
2014-01-28,84683.57802309103,20000.0,396.8253968253969,64286.75262626563,25000000.0,25000000.0,50000000.0,75425566.98407677,33,33
2014-01-29,278052.3111252981,20000.0,396.82539682539675,257655.4857284727,25000000.0,25000000.0,50000000.0,74148601.0637272,32,32
2014-01-30,0.0,9999.999999999996,0.0,-9999.999999999996,0.0,0.0,0.0,50000000.0,0,0
2014-01-31,78769.44997806252,10000.000000000002,396.8253968253968,68372.62458123712,25000000.000000004,25000000.0,50000000.0,50000000.00000001,33,33
2014-02-03,0.0,10000.000000000002,0.0,-10000.000000000002,0.0,0.0,0.0,50000000.00000001,0,0
2014-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-02-05,-45713.92380590659,10000.000000000002,396.8253968253968,-56110.74920273199,25000000.0,24999999.999999996,50000000.0,50000000.0,34,34
2014-02-06,0.0,10000.000000000002,0.0,-10000.000000000002,0.0,0.0,0.0,50000000.0,0,0
2014-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-02-13,63032.07979947172,10000.000000000004,396.8253968253969,52635.254402646315,24999999.999999996,25000000.000000004,50000000.0,50000000.0,34,34
2014-02-14,0.0,10000.000000000004,0.0,-10000.000000000004,0.0,0.0,0.0,50000000.0,0,0
2014-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
