date,gross_pnl,trade_cost,borrow_cost,net_pnl,gross_long,gross_short,gross_notional,turnover_$,n_long,n_short
2013-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-05,-69598.2624970001,123330.82884996198,5537.431574741563,-198466.52292170364,267795955.04109126,348858189.20871854,616654144.2498097,616654144.2498097,30,30
2013-04-08,644053.41228448,281218.1806674877,5159.319180280826,357675.9124367114,372923244.12193626,325037108.357692,697960352.4796283,979073069.7272075,30,30
2013-04-09,0.0,139592.07049592573,0.0,-139592.07049592573,0.0,0.0,0.0,697960352.4796283,0,0
2013-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-17,-652698.0436770482,109937.4503065851,5622.179549729848,-768257.673533363,195489939.89994502,354197311.6329805,549687251.5329256,549687251.5329255,29,29
2013-04-18,716287.3815273646,201060.45608412081,4588.268864471667,510638.6565787722,166554090.42596376,289060938.461715,455615028.88767874,586302767.1172957,29,29
2013-04-19,0.0,91123.00577753573,0.0,-91123.00577753573,0.0,0.0,0.0,455615028.88767874,0,0
2013-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-03,-57915.87299064126,100720.7204147873,4615.187494072818,-163251.7808995014,212846789.947349,290756812.1265875,503603602.0739365,503603602.0739365,29,29
2013-05-06,0.0,100720.7204147873,0.0,-100720.7204147873,0.0,0.0,0.0,503603602.0739365,0,0
2013-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-05-23,633745.6413105099,116726.51793786597,6386.750200704335,510632.3731719396,181267327.04495677,402365262.64437306,583632589.6893299,583632589.6893297,30,30
2013-05-24,1445199.228368386,242432.92621344453,6126.350128463794,1196639.9520264778,242571983.2846735,385960058.09321904,628532041.3778925,605107351.6545317,31,31
2013-05-28,2021409.9507122848,266183.03528126166,6516.262523218632,1748710.6529078046,272568169.342275,410524538.96277374,683092708.3050487,909946675.9078393,31,31
2013-05-29,-3863807.28108536,316246.997456932,6179.444950489342,-4186233.723492781,500000000.0,389305031.88082856,889305031.8808286,1175022659.6366112,31,31
2013-05-30,0.0,177861.00637616572,0.0,-177861.00637616572,0.0,0.0,0.0,889305031.8808285,0,0
2013-05-31,198924.1811393278,200000.00000000003,7936.507936507937,-9012.326797180176,500000000.0,500000000.0,1000000000.0,1000000000.0,31,31
2013-06-03,0.0,200000.00000000003,0.0,-200000.00000000003,0.0,0.0,0.0,1000000000.0,0,0
2013-06-04,64876.78308158203,166903.16774461415,7936.5079365079355,-109962.89259954006,334515838.7230705,500000000.00000006,834515838.7230706,834515838.7230705,31,31
2013-06-05,329342.98877905606,323437.99437319796,7792.66242376614,-1887.6680179080377,291736400.44565254,490937732.69726676,782674133.1429193,787975347.6728578,31,31
2013-06-06,228449.3068999467,292507.5728229358,6885.677503839167,-70943.94342682828,246066048.22989202,433797682.74186754,679863730.9717596,826421276.8424174,31,31
2013-06-07,0.0,135972.74619435193,0.0,-135972.74619435193,0.0,0.0,0.0,679863730.9717596,0,0
2013-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-11,-1257358.0990952142,156363.5430053483,7721.764202895266,-1421443.4063034577,295346570.24434,486471144.7824018,781817715.0267417,781817715.0267417,31,31
2013-06-12,0.0,156363.5430053483,0.0,-156363.5430053483,0.0,0.0,0.0,781817715.0267417,0,0
2013-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-20,7775255.904233637,158934.25627712382,4677.3219267558625,7611644.326029758,500000000.0,294671281.3856193,794671281.3856193,794671281.3856193,30,30
2013-06-21,0.0,158934.25627712382,0.0,-158934.25627712382,0.0,0.0,0.0,794671281.3856193,0,0
2013-06-24,1183931.703821048,154461.0065503799,7936.507936507937,1021534.1893341601,272305032.75189924,500000000.0,772305032.7518992,772305032.7518992,30,30
2013-06-25,0.0,154461.0065503799,0.0,-154461.0065503799,0.0,0.0,0.0,772305032.7518992,0,0
2013-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-12,1872565.823694671,155731.7713073123,7936.507936507935,1708897.5444508507,278658856.5365615,500000000.0,778658856.5365615,778658856.5365615,30,30
2013-07-15,0.0,155731.7713073123,0.0,-155731.7713073123,0.0,0.0,0.0,778658856.5365615,0,0
2013-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-07-25,8841476.873231005,170406.4336925317,5587.812197819973,8665482.627340654,500000000.0,352032168.4626583,852032168.4626583,852032168.4626583,27,27
2013-07-26,-172387.95268486388,374878.46522337163,7936.5079365079355,-555202.9258447434,499999999.99999994,500000000.0,1000000000.0,997893663.1309932,27,27
2013-07-29,-268202.86879573565,370511.8219122273,4616.860444298987,-643331.5511522619,500000000.0,290862207.99083626,790862207.9908363,1136114691.2443738,28,28
2013-07-30,0.0,158172.44159816726,0.0,-158172.44159816726,0.0,0.0,0.0,790862207.9908363,0,0
2013-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-02,594696.1756567959,82431.30421164648,2598.7959729115164,509666.07547223783,248432374.76480675,163724146.2934255,412156521.05823225,412156521.05823225,29,29
2013-08-05,0.0,82431.30421164648,0.0,-82431.30421164648,0.0,0.0,0.0,412156521.05823225,0,0
2013-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-15,969822.4414047954,88905.09222896669,4660.0379594192855,876257.3112164094,150943069.70141825,293582391.44341505,444525461.1448333,444525461.14483327,30,30
2013-08-16,1376773.977162151,278685.5006199643,7125.429237380763,1090963.0473048056,500000000.0,448902041.954988,948902041.954988,901566528.7093573,30,30
2013-08-19,0.0,189780.4083909976,0.0,-189780.4083909976,0.0,0.0,0.0,948902041.954988,0,0
2013-08-20,939028.0709249832,173864.57489005866,5862.267848417352,759301.2281865072,500000000.0,369322874.45029324,869322874.4502933,869322874.4502933,30,30
2013-08-21,0.0,173864.57489005866,0.0,-173864.57489005866,0.0,0.0,0.0,869322874.4502933,0,0
2013-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-08-27,3394796.53178281,196002.6598336905,7619.2587169595645,3191174.61323216,500000000.0,480013299.1684525,980013299.1684525,980013299.1684525,30,30
2013-08-28,-2917735.767809128,358947.1258308571,4995.59253945766,-3281678.4861794426,500000000.0,314722329.9858325,814722329.9858325,878156630.8216835,30,30
2013-08-29,0.0,162944.4659971665,0.0,-162944.4659971665,0.0,0.0,0.0,814722329.9858326,0,0
2013-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-17,-47143.77918049542,161327.52368798797,4867.263784760945,-213338.56665324434,500000000.0,306637618.4399395,806637618.4399395,806637618.4399395,29,29
2013-09-18,0.0,161327.52368798797,0.0,-161327.52368798797,0.0,0.0,0.0,806637618.4399395,0,0
2013-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-09-27,-1927348.3578232003,110731.14455931146,4070.661565416515,-2042150.1639479282,297204044.17531675,256451678.6212405,553655722.7965572,553655722.7965573,31,31
2013-09-30,-719536.3599793094,261062.9539966592,4607.540610354024,-985206.8545863227,461383988.734435,290275058.4523035,751659047.1867385,824267075.3028493,30,30
2013-10-01,0.0,150331.8094373477,0.0,-150331.8094373477,0.0,0.0,0.0,751659047.1867385,0,0
2013-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-15,1795060.3855472142,160324.33138556127,4787.6453480604205,1629948.4088135925,500000000.0,301621656.9278065,801621656.9278065,801621656.9278065,31,31
2013-10-16,0.0,160324.33138556127,0.0,-160324.33138556127,0.0,0.0,0.0,801621656.9278065,0,0
2013-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-13,-419587.9724441938,124548.73162383295,5886.60047345623,-550023.3045414829,251887828.291422,370855829.8277425,622743658.1191645,622743658.1191646,32,32
2013-11-14,0.0,124548.73162383295,0.0,-124548.73162383295,0.0,0.0,0.0,622743658.1191646,0,0
2013-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-03,-1233613.7668599125,169036.1920211585,5479.062858822098,-1408129.0217398931,500000000.00000006,345180960.1057923,845180960.1057923,845180960.1057923,31,31
2013-12-04,680345.1833768189,305659.14650244213,5792.179248756385,368893.8576256204,318207479.734765,364907292.67165226,683114772.4064173,935044736.7346001,31,31
2013-12-05,2949334.0059069493,303029.20197436627,5270.337102625624,2641034.4668299574,500000000.0,332031237.4654143,832031237.4654143,889629052.584742,30,30
2013-12-06,0.0,166406.2474930829,0.0,-166406.2474930829,0.0,0.0,0.0,832031237.4654143,0,0
2013-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-11,333845.2343782196,132404.61350153037,5181.634712797869,196258.98616389133,335580080.6013863,326442986.9062658,662023067.507652,662023067.507652,30,30
2013-12-12,0.0,132404.61350153037,0.0,-132404.61350153037,0.0,0.0,0.0,662023067.507652,0,0
2013-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2013-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-08,1190734.1274379145,135935.9742948144,5582.4361510326025,1049215.7169920674,327986393.95901775,351693477.51505405,679679871.4740717,679679871.4740717,33,33
2014-01-09,0.0,135935.9742948144,0.0,-135935.9742948144,0.0,0.0,0.0,679679871.4740717,0,0
2014-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-13,3588674.916922887,160079.15270109358,4768.186722309015,3423827.577499484,500000000.00000006,300395763.505468,800395763.5054681,800395763.5054681,34,34
2014-01-14,3891738.209817828,334389.9747089303,5897.684286336245,3551450.5508225616,500000000.0,371554110.0391835,871554110.0391835,1009918661.7457132,34,34
2014-01-15,0.0,174310.82200783674,0.0,-174310.82200783674,0.0,0.0,0.0,871554110.0391835,0,0
2014-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-17,1568707.6768420178,179976.03534071328,7936.507936507936,1380795.1335647965,399880176.70356655,500000000.0,899880176.7035666,899880176.7035666,33,33
2014-01-21,0.0,179976.03534071328,0.0,-179976.03534071328,0.0,0.0,0.0,899880176.7035666,0,0
2014-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-01-23,-5791119.282493492,192618.46886173723,7936.5079365079355,-5991674.259291737,463092344.30868655,500000000.0,963092344.3086865,963092344.3086865,32,32
2014-01-24,-1813688.888262213,344299.6288127282,7936.5079365079355,-2165925.025011449,258405799.75495476,500000000.0,758405799.7549548,1115398052.1309137,33,33
2014-01-27,4230876.589146238,327699.4733640999,6033.199477230874,3897143.9163049073,499999999.99999994,380091567.065545,880091567.065545,1310305959.8717496,33,33
2014-01-28,-593762.1314992803,354292.06027258484,6212.202131704428,-954266.3939035696,500000000.0,391368734.297379,891368734.297379,1195211373.6504931,33,33
2014-01-29,26868130.69278063,334446.4367905884,5825.593960441669,26527858.662029598,413851030.1477375,367012419.50782526,780863449.6555628,1191755932.99871,32,32
2014-01-30,0.0,156172.68993111257,0.0,-156172.68993111257,0.0,0.0,0.0,780863449.6555628,0,0
2014-01-31,2421873.0788081656,163924.05418922362,5073.337634065369,2252875.6869848766,500000000.0,319620270.94611824,819620270.9461182,819620270.9461182,33,33
2014-02-03,0.0,163924.05418922362,0.0,-163924.05418922362,0.0,0.0,0.0,819620270.9461182,0,0
2014-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-02-05,-1377781.682635807,197941.142896795,7773.106579110715,-1583495.9321117126,500000000.0,489705714.48397505,989705714.483975,989705714.483975,34,34
2014-02-06,0.0,197941.142896795,0.0,-197941.142896795,0.0,0.0,0.0,989705714.483975,0,0
2014-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
